ano;provres;depres;pesonac;cant
2010;82;42;2.2500 gramos y mas;2661
2010;82;42;3.Sin especificar;1
2010;82;49;1.Menos de 2500 gramos;208
2010;82;49;2.2500 gramos y mas;2845
2010;82;56;1.Menos de 2500 gramos;59
2010;82;56;2.2500 gramos y mas;935
2010;82;63;1.Menos de 2500 gramos;724
2010;82;63;2.2500 gramos y mas;8806
2010;82;63;3.Sin especificar;8
2010;82;70;1.Menos de 2500 gramos;88
2010;82;70;2.2500 gramos y mas;1377
2010;82;77;1.Menos de 2500 gramos;27
2010;82;77;2.2500 gramos y mas;566
2010;82;77;3.Sin especificar;2
2010;82;84;1.Menos de 2500 gramos;1573
2010;82;84;2.2500 gramos y mas;18857
2010;82;84;3.Sin especificar;12
2010;82;91;1.Menos de 2500 gramos;69
2010;82;91;2.2500 gramos y mas;1006
2010;82;91;3.Sin especificar;3
2010;82;98;1.Menos de 2500 gramos;27
2010;82;98;2.2500 gramos y mas;534
2010;82;105;1.Menos de 2500 gramos;77
2010;82;105;2.2500 gramos y mas;1135
2010;82;112;1.Menos de 2500 gramos;33
2010;82;112;2.2500 gramos y mas;622
2010;82;119;1.Menos de 2500 gramos;178
2010;82;119;2.2500 gramos y mas;2530
2010;82;119;3.Sin especificar;2
2010;82;126;1.Menos de 2500 gramos;71
2010;82;126;2.2500 gramos y mas;876
2010;82;133;1.Menos de 2500 gramos;64
2010;82;133;2.2500 gramos y mas;889
2010;82;999;1.Menos de 2500 gramos;7
2010;82;999;2.2500 gramos y mas;101
2010;82;999;3.Sin especificar;2
2010;86;7;1.Menos de 2500 gramos;9
2010;86;7;2.2500 gramos y mas;141
2010;86;7;3.Sin especificar;1
2010;86;14;1.Menos de 2500 gramos;7
2010;86;14;2.2500 gramos y mas;137
2010;86;14;3.Sin especificar;2
2010;86;21;1.Menos de 2500 gramos;18
2010;86;21;2.2500 gramos y mas;254
2010;86;21;3.Sin especificar;3
2010;86;28;1.Menos de 2500 gramos;25
2010;86;28;2.2500 gramos y mas;428
2010;86;28;3.Sin especificar;5
2010;86;35;1.Menos de 2500 gramos;207
2010;86;35;2.2500 gramos y mas;2852
2010;86;35;3.Sin especificar;9
2010;86;42;1.Menos de 2500 gramos;5
2010;86;42;2.2500 gramos y mas;57
2010;86;49;1.Menos de 2500 gramos;368
2010;86;49;2.2500 gramos y mas;5087
2010;86;49;3.Sin especificar;5
2010;86;56;1.Menos de 2500 gramos;22
2010;86;56;2.2500 gramos y mas;444
2010;86;56;3.Sin especificar;6
2010;86;63;1.Menos de 2500 gramos;52
2010;86;63;2.2500 gramos y mas;809
2010;86;63;3.Sin especificar;3
2010;86;70;1.Menos de 2500 gramos;23
2010;86;70;2.2500 gramos y mas;399
2010;86;70;3.Sin especificar;1
2010;86;77;1.Menos de 2500 gramos;58
2010;86;77;2.2500 gramos y mas;885
2010;86;84;1.Menos de 2500 gramos;8
2010;86;84;2.2500 gramos y mas;99
2010;86;91;1.Menos de 2500 gramos;22
2010;86;91;2.2500 gramos y mas;287
2010;86;91;3.Sin especificar;1
2010;86;98;1.Menos de 2500 gramos;26
2010;86;98;2.2500 gramos y mas;450
2010;86;98;3.Sin especificar;8
2010;86;105;1.Menos de 2500 gramos;25
2010;86;105;2.2500 gramos y mas;460
2010;86;112;1.Menos de 2500 gramos;1
2010;86;112;2.2500 gramos y mas;19
2010;86;119;1.Menos de 2500 gramos;51
2010;86;119;2.2500 gramos y mas;797
2010;86;119;3.Sin especificar;8
2010;86;126;1.Menos de 2500 gramos;16
2010;86;126;2.2500 gramos y mas;241
2010;86;126;3.Sin especificar;3
2010;86;133;1.Menos de 2500 gramos;25
2010;86;133;2.2500 gramos y mas;275
2010;86;133;3.Sin especificar;2
2010;86;140;1.Menos de 2500 gramos;16
2010;86;140;2.2500 gramos y mas;209
2010;86;147;1.Menos de 2500 gramos;73
2010;86;147;2.2500 gramos y mas;1067
2010;86;147;3.Sin especificar;4
2010;86;154;1.Menos de 2500 gramos;4
2010;86;154;2.2500 gramos y mas;73
2010;86;154;3.Sin especificar;1
2010;86;161;1.Menos de 2500 gramos;15
2010;86;161;2.2500 gramos y mas;259
2010;86;161;3.Sin especificar;3
2010;86;168;1.Menos de 2500 gramos;13
2010;86;168;2.2500 gramos y mas;189
2010;86;168;3.Sin especificar;3
2010;86;175;1.Menos de 2500 gramos;8
2010;86;175;2.2500 gramos y mas;125
2010;86;182;1.Menos de 2500 gramos;6
2010;86;182;2.2500 gramos y mas;105
2010;86;189;1.Menos de 2500 gramos;8
2010;86;189;2.2500 gramos y mas;131
2010;86;999;1.Menos de 2500 gramos;8
2010;86;999;2.2500 gramos y mas;77
2010;86;999;3.Sin especificar;3
2010;90;7;1.Menos de 2500 gramos;60
2010;90;7;2.2500 gramos y mas;743
2010;90;7;3.Sin especificar;3
2010;90;14;1.Menos de 2500 gramos;321
2010;90;14;2.2500 gramos y mas;3579
2010;90;14;3.Sin especificar;25
2010;90;21;1.Menos de 2500 gramos;131
2010;90;21;2.2500 gramos y mas;1527
2010;90;21;3.Sin especificar;14
2010;90;28;1.Menos de 2500 gramos;47
2010;90;28;2.2500 gramos y mas;777
2010;90;28;3.Sin especificar;4
2010;90;35;1.Menos de 2500 gramos;20
2010;90;35;2.2500 gramos y mas;241
2010;90;35;3.Sin especificar;1
2010;90;42;1.Menos de 2500 gramos;31
2010;90;42;2.2500 gramos y mas;566
2010;90;42;3.Sin especificar;3
2010;90;49;1.Menos de 2500 gramos;29
2010;90;49;2.2500 gramos y mas;318
2010;90;49;3.Sin especificar;3
2010;90;56;1.Menos de 2500 gramos;77
2010;90;56;2.2500 gramos y mas;976
2010;90;56;3.Sin especificar;5
2010;90;63;1.Menos de 2500 gramos;103
2010;90;63;2.2500 gramos y mas;1305
2010;90;63;3.Sin especificar;12
2010;90;70;1.Menos de 2500 gramos;112
2010;90;70;2.2500 gramos y mas;1173
2010;90;70;3.Sin especificar;9
2010;90;77;1.Menos de 2500 gramos;84
2010;90;77;2.2500 gramos y mas;1153
2010;90;77;3.Sin especificar;10
2010;90;84;1.Menos de 2500 gramos;876
2010;90;84;2.2500 gramos y mas;10601
2010;90;84;3.Sin especificar;70
2010;90;91;1.Menos de 2500 gramos;39
2010;90;91;2.2500 gramos y mas;539
2010;90;91;3.Sin especificar;7
2010;90;98;1.Menos de 2500 gramos;22
2010;90;98;2.2500 gramos y mas;273
2010;90;98;3.Sin especificar;2
2010;90;105;1.Menos de 2500 gramos;192
2010;90;105;2.2500 gramos y mas;2404
2010;90;105;3.Sin especificar;17
2010;90;112;1.Menos de 2500 gramos;26
2010;90;112;2.2500 gramos y mas;367
2010;90;112;3.Sin especificar;1
2010;90;119;1.Menos de 2500 gramos;107
2010;90;119;2.2500 gramos y mas;1313
2010;90;119;3.Sin especificar;10
2010;90;999;1.Menos de 2500 gramos;4
2010;90;999;2.2500 gramos y mas;64
2010;90;999;3.Sin especificar;4
2010;94;7;1.Menos de 2500 gramos;75
2010;94;7;2.2500 gramos y mas;1321
2010;94;14;1.Menos de 2500 gramos;92
2010;94;14;2.2500 gramos y mas;1018
2010;94;999;2.2500 gramos y mas;11
2010;94;999;3.Sin especificar;2
2010;98;91;2.2500 gramos y mas;1
2010;98;999;1.Menos de 2500 gramos;22
2010;98;999;2.2500 gramos y mas;323
2010;98;999;3.Sin especificar;7
2010;99;91;3.Sin especificar;1
2010;99;999;1.Menos de 2500 gramos;107
2010;99;999;2.2500 gramos y mas;1093
2010;99;999;3.Sin especificar;49
2015;2;1;1.Menos de 2500 gramos;243
2015;2;1;2.2500 gramos y mas;2959
2015;2;1;3.Sin especificar;52
2015;2;2;1.Menos de 2500 gramos;152
2015;2;2;2.2500 gramos y mas;1583
2015;2;2;3.Sin especificar;20
2015;2;3;1.Menos de 2500 gramos;196
2015;2;3;2.2500 gramos y mas;2308
2015;2;3;3.Sin especificar;45
2015;2;4;1.Menos de 2500 gramos;275
2015;2;4;2.2500 gramos y mas;3642
2015;2;4;3.Sin especificar;68
2015;2;5;1.Menos de 2500 gramos;162
2015;2;5;2.2500 gramos y mas;1888
2015;2;5;3.Sin especificar;31
2015;2;6;1.Menos de 2500 gramos;152
2015;2;6;2.2500 gramos y mas;1905
2015;2;6;3.Sin especificar;29
2015;2;7;1.Menos de 2500 gramos;223
2015;2;7;2.2500 gramos y mas;3435
2015;2;7;3.Sin especificar;44
2015;2;8;1.Menos de 2500 gramos;248
2015;2;8;2.2500 gramos y mas;3709
2015;2;8;3.Sin especificar;45
2015;2;9;1.Menos de 2500 gramos;169
2015;2;9;2.2500 gramos y mas;2229
2015;2;9;3.Sin especificar;43
2015;2;10;1.Menos de 2500 gramos;152
2015;2;10;2.2500 gramos y mas;1857
2015;2;10;3.Sin especificar;41
2015;2;11;1.Menos de 2500 gramos;143
2015;2;11;2.2500 gramos y mas;2012
2015;2;11;3.Sin especificar;44
2015;2;12;1.Menos de 2500 gramos;201
2015;2;12;2.2500 gramos y mas;2306
2015;2;12;3.Sin especificar;33
2015;2;13;1.Menos de 2500 gramos;226
2015;2;13;2.2500 gramos y mas;2483
2015;2;13;3.Sin especificar;44
2015;2;14;1.Menos de 2500 gramos;214
2015;2;14;2.2500 gramos y mas;2591
2015;2;14;3.Sin especificar;30
2015;2;15;1.Menos de 2500 gramos;182
2015;2;15;2.2500 gramos y mas;2099
2015;2;15;3.Sin especificar;36
2015;2;999;1.Menos de 2500 gramos;105
2015;2;999;2.2500 gramos y mas;1054
2015;2;999;3.Sin especificar;158
2015;6;7;1.Menos de 2500 gramos;5
2015;6;7;2.2500 gramos y mas;163
2015;6;7;3.Sin especificar;39
2015;6;14;1.Menos de 2500 gramos;10
2015;6;14;2.2500 gramos y mas;171
2015;6;14;3.Sin especificar;18
2015;6;21;1.Menos de 2500 gramos;13
2015;6;21;2.2500 gramos y mas;141
2015;6;21;3.Sin especificar;2
2015;6;28;1.Menos de 2500 gramos;733
2015;6;28;2.2500 gramos y mas;9550
2015;6;28;3.Sin especificar;277
2015;6;35;1.Menos de 2500 gramos;487
2015;6;35;2.2500 gramos y mas;5165
2015;6;35;3.Sin especificar;81
2015;6;42;1.Menos de 2500 gramos;25
2015;6;42;2.2500 gramos y mas;312
2015;6;42;3.Sin especificar;25
2015;6;49;1.Menos de 2500 gramos;87
2015;6;49;2.2500 gramos y mas;943
2015;6;49;3.Sin especificar;37
2015;6;56;1.Menos de 2500 gramos;344
2015;6;56;2.2500 gramos y mas;4497
2015;6;56;3.Sin especificar;140
2015;6;63;1.Menos de 2500 gramos;44
2015;6;63;2.2500 gramos y mas;680
2015;6;63;3.Sin especificar;1
2015;6;70;1.Menos de 2500 gramos;44
2015;6;70;2.2500 gramos y mas;516
2015;6;70;3.Sin especificar;26
2015;6;77;1.Menos de 2500 gramos;43
2015;6;77;2.2500 gramos y mas;414
2015;6;77;3.Sin especificar;37
2015;6;84;1.Menos de 2500 gramos;15
2015;6;84;2.2500 gramos y mas;261
2015;6;84;3.Sin especificar;18
2015;6;91;1.Menos de 2500 gramos;460
2015;6;91;2.2500 gramos y mas;5553
2015;6;91;3.Sin especificar;127
2015;6;98;1.Menos de 2500 gramos;122
2015;6;98;2.2500 gramos y mas;1322
2015;6;98;3.Sin especificar;48
2015;6;105;1.Menos de 2500 gramos;42
2015;6;105;2.2500 gramos y mas;430
2015;6;105;3.Sin especificar;12
2015;6;112;1.Menos de 2500 gramos;46
2015;6;112;2.2500 gramos y mas;529
2015;6;112;3.Sin especificar;4
2015;6;119;1.Menos de 2500 gramos;34
2015;6;119;2.2500 gramos y mas;462
2015;6;119;3.Sin especificar;44
2015;6;126;1.Menos de 2500 gramos;149
2015;6;126;2.2500 gramos y mas;1727
2015;6;126;3.Sin especificar;54
2015;6;134;1.Menos de 2500 gramos;78
2015;6;134;2.2500 gramos y mas;1041
2015;6;134;3.Sin especificar;57
2015;6;140;1.Menos de 2500 gramos;9
2015;6;140;2.2500 gramos y mas;215
2015;6;140;3.Sin especificar;19
2015;6;147;1.Menos de 2500 gramos;19
2015;6;147;2.2500 gramos y mas;263
2015;6;147;3.Sin especificar;46
2015;6;154;1.Menos de 2500 gramos;14
2015;6;154;2.2500 gramos y mas;150
2015;6;161;1.Menos de 2500 gramos;21
2015;6;161;2.2500 gramos y mas;229
2015;6;161;3.Sin especificar;2
2015;6;168;1.Menos de 2500 gramos;10
2015;6;168;2.2500 gramos y mas;119
2015;6;168;3.Sin especificar;3
2015;6;175;1.Menos de 2500 gramos;30
2015;6;175;2.2500 gramos y mas;338
2015;6;175;3.Sin especificar;28
2015;6;182;1.Menos de 2500 gramos;64
2015;6;182;2.2500 gramos y mas;923
2015;6;182;3.Sin especificar;10
2015;6;189;1.Menos de 2500 gramos;12
2015;6;189;2.2500 gramos y mas;197
2015;6;189;3.Sin especificar;1
2015;6;196;1.Menos de 2500 gramos;32
2015;6;196;2.2500 gramos y mas;359
2015;6;196;3.Sin especificar;2
2015;6;203;1.Menos de 2500 gramos;37
2015;6;203;2.2500 gramos y mas;529
2015;6;203;3.Sin especificar;16
2015;6;210;1.Menos de 2500 gramos;42
2015;6;210;2.2500 gramos y mas;704
2015;6;210;3.Sin especificar;4
2015;6;218;1.Menos de 2500 gramos;54
2015;6;218;2.2500 gramos y mas;637
2015;6;218;3.Sin especificar;9
2015;6;224;1.Menos de 2500 gramos;66
2015;6;224;2.2500 gramos y mas;904
2015;6;224;3.Sin especificar;10
2015;6;231;1.Menos de 2500 gramos;17
2015;6;231;2.2500 gramos y mas;252
2015;6;231;3.Sin especificar;1
2015;6;238;1.Menos de 2500 gramos;29
2015;6;238;2.2500 gramos y mas;470
2015;6;238;3.Sin especificar;6
2015;6;245;1.Menos de 2500 gramos;88
2015;6;245;2.2500 gramos y mas;1053
2015;6;245;3.Sin especificar;4
2015;6;252;1.Menos de 2500 gramos;296
2015;6;252;2.2500 gramos y mas;3973
2015;6;252;3.Sin especificar;249
2015;6;260;1.Menos de 2500 gramos;426
2015;6;260;2.2500 gramos y mas;5539
2015;6;260;3.Sin especificar;237
2015;6;266;1.Menos de 2500 gramos;36
2015;6;266;2.2500 gramos y mas;649
2015;6;266;3.Sin especificar;2
2015;6;270;1.Menos de 2500 gramos;272
2015;6;270;2.2500 gramos y mas;3487
2015;6;270;3.Sin especificar;90
2015;6;274;1.Menos de 2500 gramos;672
2015;6;274;2.2500 gramos y mas;8560
2015;6;274;3.Sin especificar;314
2015;6;277;1.Menos de 2500 gramos;11
2015;6;277;2.2500 gramos y mas;136
2015;6;277;3.Sin especificar;1
2015;6;280;1.Menos de 2500 gramos;48
2015;6;280;2.2500 gramos y mas;608
2015;6;280;3.Sin especificar;1
2015;6;287;1.Menos de 2500 gramos;9
2015;6;287;2.2500 gramos y mas;139
2015;6;287;3.Sin especificar;11
2015;6;294;1.Menos de 2500 gramos;13
2015;6;294;2.2500 gramos y mas;176
2015;6;294;3.Sin especificar;5
2015;6;301;1.Menos de 2500 gramos;27
2015;6;301;2.2500 gramos y mas;253
2015;6;301;3.Sin especificar;1
2015;6;308;1.Menos de 2500 gramos;2
2015;6;308;2.2500 gramos y mas;33
2015;6;308;3.Sin especificar;2
2015;6;315;1.Menos de 2500 gramos;26
2015;6;315;2.2500 gramos y mas;295
2015;6;315;3.Sin especificar;2
2015;6;322;1.Menos de 2500 gramos;9
2015;6;322;2.2500 gramos y mas;164
2015;6;329;1.Menos de 2500 gramos;10
2015;6;329;2.2500 gramos y mas;246
2015;6;329;3.Sin especificar;2
2015;6;336;1.Menos de 2500 gramos;5
2015;6;336;2.2500 gramos y mas;48
2015;6;343;1.Menos de 2500 gramos;12
2015;6;343;2.2500 gramos y mas;175
2015;6;343;3.Sin especificar;2
2015;6;351;1.Menos de 2500 gramos;9
2015;6;351;2.2500 gramos y mas;149
2015;6;351;3.Sin especificar;3
2015;6;357;1.Menos de 2500 gramos;640
2015;6;357;2.2500 gramos y mas;9266
2015;6;357;3.Sin especificar;141
2015;6;364;1.Menos de 2500 gramos;168
2015;6;364;2.2500 gramos y mas;1970
2015;6;364;3.Sin especificar;130
2015;6;371;1.Menos de 2500 gramos;481
2015;6;371;2.2500 gramos y mas;5974
2015;6;371;3.Sin especificar;282
2015;6;385;1.Menos de 2500 gramos;31
2015;6;385;2.2500 gramos y mas;260
2015;6;385;3.Sin especificar;2
2015;6;392;1.Menos de 2500 gramos;41
2015;6;392;2.2500 gramos y mas;452
2015;6;392;3.Sin especificar;1
2015;6;399;1.Menos de 2500 gramos;10
2015;6;399;2.2500 gramos y mas;131
2015;6;399;3.Sin especificar;1
2015;6;406;1.Menos de 2500 gramos;14
2015;6;406;2.2500 gramos y mas;135
2015;6;406;3.Sin especificar;3
2015;6;408;1.Menos de 2500 gramos;208
2015;6;408;2.2500 gramos y mas;2670
2015;6;408;3.Sin especificar;67
2015;6;410;1.Menos de 2500 gramos;212
2015;6;410;2.2500 gramos y mas;2128
2015;6;410;3.Sin especificar;26
2015;6;412;1.Menos de 2500 gramos;481
2015;6;412;2.2500 gramos y mas;6047
2015;6;412;3.Sin especificar;91
2015;6;413;1.Menos de 2500 gramos;136
2015;6;413;2.2500 gramos y mas;1377
2015;6;413;3.Sin especificar;78
2015;6;420;1.Menos de 2500 gramos;93
2015;6;420;2.2500 gramos y mas;1224
2015;6;420;3.Sin especificar;21
2015;6;427;1.Menos de 2500 gramos;2014
2015;6;427;2.2500 gramos y mas;25528
2015;6;427;3.Sin especificar;1051
2015;6;434;1.Menos de 2500 gramos;519
2015;6;434;2.2500 gramos y mas;6474
2015;6;434;3.Sin especificar;211
2015;6;441;1.Menos de 2500 gramos;1010
2015;6;441;2.2500 gramos y mas;11908
2015;6;441;3.Sin especificar;261
2015;6;448;1.Menos de 2500 gramos;10
2015;6;448;2.2500 gramos y mas;147
2015;6;448;3.Sin especificar;26
2015;6;455;1.Menos de 2500 gramos;33
2015;6;455;2.2500 gramos y mas;352
2015;6;455;3.Sin especificar;3
2015;6;462;1.Menos de 2500 gramos;20
2015;6;462;2.2500 gramos y mas;221
2015;6;462;3.Sin especificar;17
2015;6;466;1.Menos de 2500 gramos;7
2015;6;466;2.2500 gramos y mas;57
2015;6;469;1.Menos de 2500 gramos;38
2015;6;469;2.2500 gramos y mas;582
2015;6;469;3.Sin especificar;9
2015;6;476;1.Menos de 2500 gramos;27
2015;6;476;2.2500 gramos y mas;251
2015;6;476;3.Sin especificar;2
2015;6;483;1.Menos de 2500 gramos;38
2015;6;483;2.2500 gramos y mas;546
2015;6;483;3.Sin especificar;42
2015;6;490;1.Menos de 2500 gramos;836
2015;6;490;2.2500 gramos y mas;11540
2015;6;490;3.Sin especificar;339
2015;6;497;1.Menos de 2500 gramos;139
2015;6;497;2.2500 gramos y mas;1621
2015;6;497;3.Sin especificar;128
2015;6;505;1.Menos de 2500 gramos;19
2015;6;505;2.2500 gramos y mas;300
2015;6;505;3.Sin especificar;5
2015;6;511;1.Menos de 2500 gramos;9
2015;6;511;2.2500 gramos y mas;187
2015;6;511;3.Sin especificar;1
2015;6;515;1.Menos de 2500 gramos;444
2015;6;515;2.2500 gramos y mas;5848
2015;6;515;3.Sin especificar;81
2015;6;518;1.Menos de 2500 gramos;23
2015;6;518;2.2500 gramos y mas;345
2015;6;518;3.Sin especificar;18
2015;6;525;1.Menos de 2500 gramos;81
2015;6;525;2.2500 gramos y mas;1127
2015;6;525;3.Sin especificar;14
2015;6;532;1.Menos de 2500 gramos;71
2015;6;532;2.2500 gramos y mas;999
2015;6;532;3.Sin especificar;78
2015;6;539;1.Menos de 2500 gramos;788
2015;6;539;2.2500 gramos y mas;9663
2015;6;539;3.Sin especificar;165
2015;6;547;1.Menos de 2500 gramos;21
2015;6;547;2.2500 gramos y mas;371
2015;6;553;1.Menos de 2500 gramos;5
2015;6;553;2.2500 gramos y mas;74
2015;6;553;3.Sin especificar;2
2015;6;560;1.Menos de 2500 gramos;733
2015;6;560;2.2500 gramos y mas;9673
2015;6;560;3.Sin especificar;424
2015;6;568;1.Menos de 2500 gramos;364
2015;6;568;2.2500 gramos y mas;4048
2015;6;568;3.Sin especificar;242
2015;6;574;1.Menos de 2500 gramos;23
2015;6;574;2.2500 gramos y mas;302
2015;6;574;3.Sin especificar;15
2015;6;581;1.Menos de 2500 gramos;86
2015;6;581;2.2500 gramos y mas;1370
2015;6;581;3.Sin especificar;40
2015;6;588;1.Menos de 2500 gramos;44
2015;6;588;2.2500 gramos y mas;660
2015;6;588;3.Sin especificar;47
2015;6;595;1.Menos de 2500 gramos;162
2015;6;595;2.2500 gramos y mas;1649
2015;6;595;3.Sin especificar;24
2015;6;602;1.Menos de 2500 gramos;23
2015;6;602;2.2500 gramos y mas;479
2015;6;602;3.Sin especificar;22
2015;6;609;1.Menos de 2500 gramos;41
2015;6;609;2.2500 gramos y mas;642
2015;6;609;3.Sin especificar;9
2015;6;616;1.Menos de 2500 gramos;3
2015;6;616;2.2500 gramos y mas;98
2015;6;623;1.Menos de 2500 gramos;113
2015;6;623;2.2500 gramos y mas;1465
2015;6;623;3.Sin especificar;94
2015;6;630;1.Menos de 2500 gramos;5
2015;6;630;2.2500 gramos y mas;53
2015;6;638;1.Menos de 2500 gramos;489
2015;6;638;2.2500 gramos y mas;6345
2015;6;638;3.Sin especificar;299
2015;6;644;1.Menos de 2500 gramos;29
2015;6;644;2.2500 gramos y mas;639
2015;6;644;3.Sin especificar;7
2015;6;648;1.Menos de 2500 gramos;115
2015;6;648;2.2500 gramos y mas;1875
2015;6;648;3.Sin especificar;144
2015;6;651;1.Menos de 2500 gramos;18
2015;6;651;2.2500 gramos y mas;163
2015;6;651;3.Sin especificar;6
2015;6;655;1.Menos de 2500 gramos;18
2015;6;655;2.2500 gramos y mas;148
2015;6;655;3.Sin especificar;5
2015;6;658;1.Menos de 2500 gramos;849
2015;6;658;2.2500 gramos y mas;9897
2015;6;658;3.Sin especificar;351
2015;6;665;1.Menos de 2500 gramos;32
2015;6;665;2.2500 gramos y mas;578
2015;6;665;3.Sin especificar;13
2015;6;672;1.Menos de 2500 gramos;15
2015;6;672;2.2500 gramos y mas;238
2015;6;672;3.Sin especificar;4
2015;6;679;1.Menos de 2500 gramos;23
2015;6;679;2.2500 gramos y mas;260
2015;6;679;3.Sin especificar;27
2015;6;686;1.Menos de 2500 gramos;30
2015;6;686;2.2500 gramos y mas;294
2015;6;686;3.Sin especificar;27
2015;6;693;1.Menos de 2500 gramos;9
2015;6;693;2.2500 gramos y mas;185
2015;6;693;3.Sin especificar;1
2015;6;700;1.Menos de 2500 gramos;19
2015;6;700;2.2500 gramos y mas;240
2015;6;700;3.Sin especificar;25
2015;6;707;1.Menos de 2500 gramos;33
2015;6;707;2.2500 gramos y mas;410
2015;6;707;3.Sin especificar;59
2015;6;714;1.Menos de 2500 gramos;43
2015;6;714;2.2500 gramos y mas;484
2015;6;714;3.Sin especificar;23
2015;6;721;1.Menos de 2500 gramos;10
2015;6;721;2.2500 gramos y mas;115
2015;6;721;3.Sin especificar;3
2015;6;728;1.Menos de 2500 gramos;31
2015;6;728;2.2500 gramos y mas;389
2015;6;728;3.Sin especificar;14
2015;6;735;1.Menos de 2500 gramos;24
2015;6;735;2.2500 gramos y mas;342
2015;6;735;3.Sin especificar;25
2015;6;742;1.Menos de 2500 gramos;5
2015;6;742;2.2500 gramos y mas;94
2015;6;749;1.Menos de 2500 gramos;180
2015;6;749;2.2500 gramos y mas;2610
2015;6;749;3.Sin especificar;64
2015;6;756;1.Menos de 2500 gramos;305
2015;6;756;2.2500 gramos y mas;4189
2015;6;756;3.Sin especificar;170
2015;6;760;1.Menos de 2500 gramos;402
2015;6;760;2.2500 gramos y mas;5435
2015;6;760;3.Sin especificar;194
2015;6;763;1.Menos de 2500 gramos;207
2015;6;763;2.2500 gramos y mas;2311
2015;6;763;3.Sin especificar;136
2015;6;770;1.Menos de 2500 gramos;68
2015;6;770;2.2500 gramos y mas;1052
2015;6;770;3.Sin especificar;67
2015;6;778;1.Menos de 2500 gramos;101
2015;6;778;2.2500 gramos y mas;1456
2015;6;778;3.Sin especificar;86
2015;6;784;1.Menos de 2500 gramos;14
2015;6;784;2.2500 gramos y mas;157
2015;6;784;3.Sin especificar;1
2015;6;791;1.Menos de 2500 gramos;160
2015;6;791;2.2500 gramos y mas;1715
2015;6;791;3.Sin especificar;89
2015;6;798;1.Menos de 2500 gramos;12
2015;6;798;2.2500 gramos y mas;114
2015;6;805;1.Menos de 2500 gramos;556
2015;6;805;2.2500 gramos y mas;6878
2015;6;805;3.Sin especificar;132
2015;6;812;1.Menos de 2500 gramos;3
2015;6;812;2.2500 gramos y mas;22
2015;6;819;1.Menos de 2500 gramos;8
2015;6;819;2.2500 gramos y mas;184
2015;6;819;3.Sin especificar;4
2015;6;826;1.Menos de 2500 gramos;59
2015;6;826;2.2500 gramos y mas;728
2015;6;826;3.Sin especificar;3
2015;6;833;1.Menos de 2500 gramos;59
2015;6;833;2.2500 gramos y mas;807
2015;6;833;3.Sin especificar;5
2015;6;840;1.Menos de 2500 gramos;424
2015;6;840;2.2500 gramos y mas;4896
2015;6;840;3.Sin especificar;106
2015;6;847;1.Menos de 2500 gramos;8
2015;6;847;2.2500 gramos y mas;82
2015;6;854;1.Menos de 2500 gramos;22
2015;6;854;2.2500 gramos y mas;460
2015;6;854;3.Sin especificar;48
2015;6;861;1.Menos de 2500 gramos;225
2015;6;861;2.2500 gramos y mas;2941
2015;6;861;3.Sin especificar;201
2015;6;868;1.Menos de 2500 gramos;43
2015;6;868;2.2500 gramos y mas;564
2015;6;868;3.Sin especificar;28
2015;6;875;1.Menos de 2500 gramos;29
2015;6;875;2.2500 gramos y mas;517
2015;6;875;3.Sin especificar;6
2015;6;882;1.Menos de 2500 gramos;188
2015;6;882;2.2500 gramos y mas;2065
2015;6;882;3.Sin especificar;79
2015;6;999;1.Menos de 2500 gramos;21
2015;6;999;2.2500 gramos y mas;271
2015;6;999;3.Sin especificar;157
2015;10;7;1.Menos de 2500 gramos;8
2015;10;7;2.2500 gramos y mas;69
2015;10;7;3.Sin especificar;2
2015;10;14;1.Menos de 2500 gramos;1
2015;10;14;2.2500 gramos y mas;29
2015;10;14;3.Sin especificar;1
2015;10;21;1.Menos de 2500 gramos;19
2015;10;21;2.2500 gramos y mas;258
2015;10;21;3.Sin especificar;4
2015;10;28;1.Menos de 2500 gramos;1
2015;10;28;2.2500 gramos y mas;18
2015;10;35;1.Menos de 2500 gramos;27
2015;10;35;2.2500 gramos y mas;441
2015;10;35;3.Sin especificar;1
2015;10;42;1.Menos de 2500 gramos;36
2015;10;42;2.2500 gramos y mas;259
2015;10;42;3.Sin especificar;3
2015;10;49;1.Menos de 2500 gramos;217
2015;10;49;2.2500 gramos y mas;3006
2015;10;49;3.Sin especificar;32
2015;10;56;1.Menos de 2500 gramos;2
2015;10;56;2.2500 gramos y mas;39
2015;10;63;1.Menos de 2500 gramos;19
2015;10;63;2.2500 gramos y mas;213
2015;10;63;3.Sin especificar;3
2015;10;70;1.Menos de 2500 gramos;24
2015;10;70;2.2500 gramos y mas;300
2015;10;70;3.Sin especificar;31
2015;10;77;2.2500 gramos y mas;43
2015;10;77;3.Sin especificar;2
2015;10;84;1.Menos de 2500 gramos;16
2015;10;84;2.2500 gramos y mas;151
2015;10;91;1.Menos de 2500 gramos;34
2015;10;91;2.2500 gramos y mas;420
2015;10;91;3.Sin especificar;2
2015;10;98;1.Menos de 2500 gramos;10
2015;10;98;2.2500 gramos y mas;168
2015;10;98;3.Sin especificar;1
2015;10;105;1.Menos de 2500 gramos;29
2015;10;105;2.2500 gramos y mas;347
2015;10;105;3.Sin especificar;2
2015;10;112;1.Menos de 2500 gramos;35
2015;10;112;2.2500 gramos y mas;487
2015;10;112;3.Sin especificar;6
