ano;provres;depres;pesonac;cant
2010;18;175;3.Sin especificar;12
2010;18;999;1.Menos de 2500 gramos;11
2010;18;999;2.2500 gramos y mas;110
2010;22;7;1.Menos de 2500 gramos;52
2010;22;7;2.2500 gramos y mas;753
2010;22;7;3.Sin especificar;61
2010;22;14;1.Menos de 2500 gramos;39
2010;22;14;2.2500 gramos y mas;467
2010;22;14;3.Sin especificar;21
2010;22;21;1.Menos de 2500 gramos;226
2010;22;21;2.2500 gramos y mas;1894
2010;22;21;3.Sin especificar;39
2010;22;28;1.Menos de 2500 gramos;28
2010;22;28;2.2500 gramos y mas;606
2010;22;28;3.Sin especificar;8
2010;22;36;1.Menos de 2500 gramos;25
2010;22;36;2.2500 gramos y mas;432
2010;22;36;3.Sin especificar;17
2010;22;39;1.Menos de 2500 gramos;10
2010;22;39;2.2500 gramos y mas;103
2010;22;39;3.Sin especificar;3
2010;22;43;1.Menos de 2500 gramos;13
2010;22;43;2.2500 gramos y mas;214
2010;22;43;3.Sin especificar;2
2010;22;49;1.Menos de 2500 gramos;27
2010;22;49;2.2500 gramos y mas;267
2010;22;49;3.Sin especificar;8
2010;22;56;1.Menos de 2500 gramos;17
2010;22;56;2.2500 gramos y mas;230
2010;22;56;3.Sin especificar;2
2010;22;63;1.Menos de 2500 gramos;90
2010;22;63;2.2500 gramos y mas;1482
2010;22;63;3.Sin especificar;248
2010;22;70;1.Menos de 2500 gramos;39
2010;22;70;2.2500 gramos y mas;528
2010;22;70;3.Sin especificar;14
2010;22;77;1.Menos de 2500 gramos;22
2010;22;77;2.2500 gramos y mas;207
2010;22;77;3.Sin especificar;5
2010;22;84;1.Menos de 2500 gramos;82
2010;22;84;2.2500 gramos y mas;1210
2010;22;84;3.Sin especificar;24
2010;22;91;1.Menos de 2500 gramos;25
2010;22;91;2.2500 gramos y mas;462
2010;22;91;3.Sin especificar;26
2010;22;98;1.Menos de 2500 gramos;92
2010;22;98;2.2500 gramos y mas;1163
2010;22;98;3.Sin especificar;21
2010;22;105;1.Menos de 2500 gramos;28
2010;22;105;2.2500 gramos y mas;467
2010;22;105;3.Sin especificar;19
2010;22;112;1.Menos de 2500 gramos;38
2010;22;112;2.2500 gramos y mas;489
2010;22;112;3.Sin especificar;24
2010;22;119;1.Menos de 2500 gramos;20
2010;22;119;2.2500 gramos y mas;236
2010;22;119;3.Sin especificar;5
2010;22;126;1.Menos de 2500 gramos;13
2010;22;126;2.2500 gramos y mas;195
2010;22;126;3.Sin especificar;1
2010;22;133;1.Menos de 2500 gramos;58
2010;22;133;2.2500 gramos y mas;702
2010;22;133;3.Sin especificar;15
2010;22;140;1.Menos de 2500 gramos;514
2010;22;140;2.2500 gramos y mas;7012
2010;22;140;3.Sin especificar;69
2010;22;147;1.Menos de 2500 gramos;25
2010;22;147;2.2500 gramos y mas;313
2010;22;147;3.Sin especificar;4
2010;22;154;1.Menos de 2500 gramos;17
2010;22;154;2.2500 gramos y mas;292
2010;22;154;3.Sin especificar;4
2010;22;161;1.Menos de 2500 gramos;13
2010;22;161;2.2500 gramos y mas;69
2010;22;161;3.Sin especificar;1
2010;22;168;1.Menos de 2500 gramos;43
2010;22;168;2.2500 gramos y mas;629
2010;22;168;3.Sin especificar;24
2010;22;999;1.Menos de 2500 gramos;4
2010;22;999;2.2500 gramos y mas;68
2010;22;999;3.Sin especificar;2
2010;26;7;1.Menos de 2500 gramos;107
2010;26;7;2.2500 gramos y mas;1533
2010;26;14;1.Menos de 2500 gramos;16
2010;26;14;2.2500 gramos y mas;278
2010;26;21;1.Menos de 2500 gramos;253
2010;26;21;2.2500 gramos y mas;3697
2010;26;21;3.Sin especificar;2
2010;26;28;1.Menos de 2500 gramos;1
2010;26;28;2.2500 gramos y mas;31
2010;26;35;1.Menos de 2500 gramos;41
2010;26;35;2.2500 gramos y mas;754
2010;26;42;1.Menos de 2500 gramos;6
2010;26;42;2.2500 gramos y mas;184
2010;26;49;1.Menos de 2500 gramos;1
2010;26;49;2.2500 gramos y mas;15
2010;26;49;3.Sin especificar;1
2010;26;56;1.Menos de 2500 gramos;1
2010;26;56;2.2500 gramos y mas;34
2010;26;63;1.Menos de 2500 gramos;2
2010;26;63;2.2500 gramos y mas;9
2010;26;70;1.Menos de 2500 gramos;5
2010;26;70;2.2500 gramos y mas;21
2010;26;77;1.Menos de 2500 gramos;142
2010;26;77;2.2500 gramos y mas;2270
2010;26;77;3.Sin especificar;2
2010;26;84;1.Menos de 2500 gramos;3
2010;26;84;2.2500 gramos y mas;93
2010;26;84;3.Sin especificar;2
2010;26;91;1.Menos de 2500 gramos;15
2010;26;91;2.2500 gramos y mas;284
2010;26;91;3.Sin especificar;2
2010;26;98;1.Menos de 2500 gramos;2
2010;26;98;2.2500 gramos y mas;90
2010;26;105;1.Menos de 2500 gramos;2
2010;26;105;2.2500 gramos y mas;21
2010;26;999;1.Menos de 2500 gramos;6
2010;26;999;2.2500 gramos y mas;55
2010;30;8;1.Menos de 2500 gramos;77
2010;30;8;2.2500 gramos y mas;994
2010;30;15;1.Menos de 2500 gramos;243
2010;30;15;2.2500 gramos y mas;3275
2010;30;21;1.Menos de 2500 gramos;53
2010;30;21;2.2500 gramos y mas;631
2010;30;28;1.Menos de 2500 gramos;104
2010;30;28;2.2500 gramos y mas;1270
2010;30;35;1.Menos de 2500 gramos;32
2010;30;35;2.2500 gramos y mas;468
2010;30;35;3.Sin especificar;1
2010;30;42;1.Menos de 2500 gramos;25
2010;30;42;2.2500 gramos y mas;293
2010;30;49;1.Menos de 2500 gramos;65
2010;30;49;2.2500 gramos y mas;900
2010;30;56;1.Menos de 2500 gramos;119
2010;30;56;2.2500 gramos y mas;1744
2010;30;63;1.Menos de 2500 gramos;7
2010;30;63;2.2500 gramos y mas;189
2010;30;70;1.Menos de 2500 gramos;101
2010;30;70;2.2500 gramos y mas;1307
2010;30;77;1.Menos de 2500 gramos;45
2010;30;77;2.2500 gramos y mas;568
2010;30;84;1.Menos de 2500 gramos;463
2010;30;84;2.2500 gramos y mas;5300
2010;30;88;1.Menos de 2500 gramos;18
2010;30;88;2.2500 gramos y mas;320
2010;30;91;1.Menos de 2500 gramos;27
2010;30;91;2.2500 gramos y mas;406
2010;30;98;1.Menos de 2500 gramos;120
2010;30;98;2.2500 gramos y mas;1616
2010;30;105;1.Menos de 2500 gramos;57
2010;30;105;2.2500 gramos y mas;577
2010;30;113;1.Menos de 2500 gramos;56
2010;30;113;2.2500 gramos y mas;833
2010;30;999;1.Menos de 2500 gramos;2
2010;30;999;2.2500 gramos y mas;50
2010;30;999;3.Sin especificar;1
2010;34;7;1.Menos de 2500 gramos;25
2010;34;7;2.2500 gramos y mas;337
2010;34;7;3.Sin especificar;11
2010;34;14;1.Menos de 2500 gramos;399
2010;34;14;2.2500 gramos y mas;4471
2010;34;14;3.Sin especificar;23
2010;34;21;1.Menos de 2500 gramos;18
2010;34;21;2.2500 gramos y mas;330
2010;34;28;1.Menos de 2500 gramos;24
2010;34;28;2.2500 gramos y mas;338
2010;34;28;3.Sin especificar;10
2010;34;35;1.Menos de 2500 gramos;106
2010;34;35;2.2500 gramos y mas;1469
2010;34;35;3.Sin especificar;13
2010;34;42;1.Menos de 2500 gramos;27
2010;34;42;2.2500 gramos y mas;361
2010;34;42;3.Sin especificar;2
2010;34;49;1.Menos de 2500 gramos;115
2010;34;49;2.2500 gramos y mas;1753
2010;34;49;3.Sin especificar;20
2010;34;56;1.Menos de 2500 gramos;94
2010;34;56;2.2500 gramos y mas;1260
2010;34;56;3.Sin especificar;3
2010;34;63;1.Menos de 2500 gramos;18
2010;34;63;2.2500 gramos y mas;476
2010;34;63;3.Sin especificar;4
2010;34;999;1.Menos de 2500 gramos;1
2010;34;999;2.2500 gramos y mas;18
2010;34;999;3.Sin especificar;4
2010;38;7;1.Menos de 2500 gramos;25
2010;38;7;2.2500 gramos y mas;261
2010;38;7;3.Sin especificar;2
2010;38;14;1.Menos de 2500 gramos;124
2010;38;14;2.2500 gramos y mas;1831
2010;38;14;3.Sin especificar;1
2010;38;21;1.Menos de 2500 gramos;356
2010;38;21;2.2500 gramos y mas;4601
2010;38;21;3.Sin especificar;1
2010;38;28;1.Menos de 2500 gramos;25
2010;38;28;2.2500 gramos y mas;354
2010;38;35;1.Menos de 2500 gramos;96
2010;38;35;2.2500 gramos y mas;1655
2010;38;35;3.Sin especificar;2
2010;38;42;1.Menos de 2500 gramos;67
2010;38;42;2.2500 gramos y mas;893
2010;38;49;1.Menos de 2500 gramos;4
2010;38;49;2.2500 gramos y mas;59
2010;38;56;1.Menos de 2500 gramos;4
2010;38;56;2.2500 gramos y mas;83
2010;38;63;1.Menos de 2500 gramos;91
2010;38;63;2.2500 gramos y mas;1381
2010;38;70;1.Menos de 2500 gramos;21
2010;38;70;2.2500 gramos y mas;383
2010;38;77;1.Menos de 2500 gramos;11
2010;38;77;2.2500 gramos y mas;43
2010;38;84;1.Menos de 2500 gramos;8
2010;38;84;2.2500 gramos y mas;88
2010;38;91;1.Menos de 2500 gramos;16
2010;38;91;2.2500 gramos y mas;227
2010;38;98;1.Menos de 2500 gramos;5
2010;38;98;2.2500 gramos y mas;77
2010;38;105;1.Menos de 2500 gramos;5
2010;38;105;2.2500 gramos y mas;48
2010;38;112;1.Menos de 2500 gramos;38
2010;38;112;2.2500 gramos y mas;392
2010;38;999;1.Menos de 2500 gramos;6
2010;38;999;2.2500 gramos y mas;111
2010;42;7;1.Menos de 2500 gramos;7
2010;42;7;2.2500 gramos y mas;119
2010;42;14;2.2500 gramos y mas;2
2010;42;21;1.Menos de 2500 gramos;134
2010;42;21;2.2500 gramos y mas;1840
2010;42;28;1.Menos de 2500 gramos;10
2010;42;28;2.2500 gramos y mas;125
2010;42;35;1.Menos de 2500 gramos;11
2010;42;35;2.2500 gramos y mas;196
2010;42;42;1.Menos de 2500 gramos;1
2010;42;42;2.2500 gramos y mas;11
2010;42;49;1.Menos de 2500 gramos;1
2010;42;49;2.2500 gramos y mas;41
2010;42;56;1.Menos de 2500 gramos;8
2010;42;56;2.2500 gramos y mas;182
2010;42;63;2.2500 gramos y mas;18
2010;42;70;1.Menos de 2500 gramos;2
2010;42;70;2.2500 gramos y mas;109
2010;42;77;1.Menos de 2500 gramos;3
2010;42;77;2.2500 gramos y mas;79
2010;42;84;2.2500 gramos y mas;4
2010;42;91;2.2500 gramos y mas;6
2010;42;98;1.Menos de 2500 gramos;11
2010;42;98;2.2500 gramos y mas;131
2010;42;105;1.Menos de 2500 gramos;94
2010;42;105;2.2500 gramos y mas;1035
2010;42;112;1.Menos de 2500 gramos;4
2010;42;112;2.2500 gramos y mas;112
2010;42;119;1.Menos de 2500 gramos;7
2010;42;119;2.2500 gramos y mas;90
2010;42;126;1.Menos de 2500 gramos;13
2010;42;126;2.2500 gramos y mas;175
2010;42;133;1.Menos de 2500 gramos;22
2010;42;133;2.2500 gramos y mas;218
2010;42;140;1.Menos de 2500 gramos;12
2010;42;140;2.2500 gramos y mas;250
2010;42;147;1.Menos de 2500 gramos;6
2010;42;147;2.2500 gramos y mas;61
2010;42;154;1.Menos de 2500 gramos;13
2010;42;154;2.2500 gramos y mas;231
2010;42;999;1.Menos de 2500 gramos;7
2010;42;999;2.2500 gramos y mas;130
2010;42;999;3.Sin especificar;2
2010;46;7;1.Menos de 2500 gramos;10
2010;46;7;2.2500 gramos y mas;263
2010;46;14;1.Menos de 2500 gramos;271
2010;46;14;2.2500 gramos y mas;3201
2010;46;14;3.Sin especificar;38
2010;46;21;2.2500 gramos y mas;66
2010;46;21;3.Sin especificar;1
2010;46;28;1.Menos de 2500 gramos;10
2010;46;28;2.2500 gramos y mas;147
2010;46;35;1.Menos de 2500 gramos;15
2010;46;35;2.2500 gramos y mas;230
2010;46;35;3.Sin especificar;1
2010;46;42;1.Menos de 2500 gramos;53
2010;46;42;2.2500 gramos y mas;926
2010;46;42;3.Sin especificar;5
2010;46;49;1.Menos de 2500 gramos;6
2010;46;49;2.2500 gramos y mas;59
2010;46;56;1.Menos de 2500 gramos;1
2010;46;56;2.2500 gramos y mas;32
2010;46;63;1.Menos de 2500 gramos;5
2010;46;63;2.2500 gramos y mas;92
2010;46;63;3.Sin especificar;1
2010;46;70;1.Menos de 2500 gramos;3
2010;46;70;2.2500 gramos y mas;51
2010;46;77;1.Menos de 2500 gramos;1
2010;46;77;2.2500 gramos y mas;22
2010;46;77;3.Sin especificar;1
2010;46;84;1.Menos de 2500 gramos;7
2010;46;84;2.2500 gramos y mas;94
2010;46;91;1.Menos de 2500 gramos;8
2010;46;91;2.2500 gramos y mas;81
2010;46;98;1.Menos de 2500 gramos;1
2010;46;98;2.2500 gramos y mas;10
2010;46;105;1.Menos de 2500 gramos;1
2010;46;105;2.2500 gramos y mas;45
2010;46;112;1.Menos de 2500 gramos;8
2010;46;112;2.2500 gramos y mas;264
2010;46;112;3.Sin especificar;1
2010;46;119;1.Menos de 2500 gramos;2
2010;46;119;2.2500 gramos y mas;48
2010;46;126;1.Menos de 2500 gramos;4
2010;46;126;2.2500 gramos y mas;24
2010;46;999;2.2500 gramos y mas;9
2010;50;7;1.Menos de 2500 gramos;157
2010;50;7;2.2500 gramos y mas;1855
2010;50;14;1.Menos de 2500 gramos;42
2010;50;14;2.2500 gramos y mas;795
2010;50;21;1.Menos de 2500 gramos;271
2010;50;21;2.2500 gramos y mas;3108
2010;50;28;1.Menos de 2500 gramos;389
2010;50;28;2.2500 gramos y mas;4932
2010;50;28;3.Sin especificar;3
2010;50;35;1.Menos de 2500 gramos;61
2010;50;35;2.2500 gramos y mas;727
2010;50;42;1.Menos de 2500 gramos;12
2010;50;42;2.2500 gramos y mas;155
2010;50;49;1.Menos de 2500 gramos;300
2010;50;49;2.2500 gramos y mas;3600
2010;50;49;3.Sin especificar;2
2010;50;56;1.Menos de 2500 gramos;60
2010;50;56;2.2500 gramos y mas;848
2010;50;56;3.Sin especificar;5
2010;50;63;1.Menos de 2500 gramos;151
2010;50;63;2.2500 gramos y mas;2294
2010;50;63;3.Sin especificar;6
2010;50;70;1.Menos de 2500 gramos;240
2010;50;70;2.2500 gramos y mas;3203
2010;50;70;3.Sin especificar;3
2010;50;77;1.Menos de 2500 gramos;42
2010;50;77;2.2500 gramos y mas;551
2010;50;84;1.Menos de 2500 gramos;71
2010;50;84;2.2500 gramos y mas;1062
2010;50;84;3.Sin especificar;1
2010;50;91;1.Menos de 2500 gramos;46
2010;50;91;2.2500 gramos y mas;745
2010;50;91;3.Sin especificar;2
2010;50;98;1.Menos de 2500 gramos;190
2010;50;98;2.2500 gramos y mas;2322
2010;50;105;1.Menos de 2500 gramos;230
2010;50;105;2.2500 gramos y mas;3198
2010;50;105;3.Sin especificar;3
2010;50;112;1.Menos de 2500 gramos;28
2010;50;112;2.2500 gramos y mas;290
2010;50;112;3.Sin especificar;1
2010;50;119;1.Menos de 2500 gramos;74
2010;50;119;2.2500 gramos y mas;1171
2010;50;126;1.Menos de 2500 gramos;53
2010;50;126;2.2500 gramos y mas;804
2010;50;126;3.Sin especificar;3
2010;50;999;1.Menos de 2500 gramos;4
2010;50;999;2.2500 gramos y mas;15
2010;50;999;3.Sin especificar;9
2010;54;7;1.Menos de 2500 gramos;43
2010;54;7;2.2500 gramos y mas;766
2010;54;7;3.Sin especificar;94
2010;54;14;1.Menos de 2500 gramos;86
2010;54;14;2.2500 gramos y mas;1137
2010;54;14;3.Sin especificar;51
2010;54;21;1.Menos de 2500 gramos;29
2010;54;21;2.2500 gramos y mas;290
2010;54;21;3.Sin especificar;145
2010;54;28;1.Menos de 2500 gramos;521
2010;54;28;2.2500 gramos y mas;5698
2010;54;28;3.Sin especificar;720
2010;54;35;1.Menos de 2500 gramos;8
2010;54;35;2.2500 gramos y mas;227
2010;54;35;3.Sin especificar;2
2010;54;42;1.Menos de 2500 gramos;152
2010;54;42;2.2500 gramos y mas;1642
2010;54;42;3.Sin especificar;76
2010;54;49;1.Menos de 2500 gramos;74
2010;54;49;2.2500 gramos y mas;1104
2010;54;49;3.Sin especificar;39
2010;54;56;1.Menos de 2500 gramos;123
2010;54;56;2.2500 gramos y mas;1708
2010;54;56;3.Sin especificar;54
2010;54;63;1.Menos de 2500 gramos;119
2010;54;63;2.2500 gramos y mas;1706
2010;54;63;3.Sin especificar;51
2010;54;70;1.Menos de 2500 gramos;62
2010;54;70;2.2500 gramos y mas;865
2010;54;70;3.Sin especificar;22
2010;54;77;1.Menos de 2500 gramos;48
2010;54;77;2.2500 gramos y mas;707
2010;54;77;3.Sin especificar;36
2010;54;84;1.Menos de 2500 gramos;43
2010;54;84;2.2500 gramos y mas;652
2010;54;84;3.Sin especificar;84
2010;54;91;1.Menos de 2500 gramos;159
2010;54;91;2.2500 gramos y mas;2505
2010;54;91;3.Sin especificar;101
2010;54;98;1.Menos de 2500 gramos;56
2010;54;98;2.2500 gramos y mas;945
2010;54;98;3.Sin especificar;47
2010;54;105;1.Menos de 2500 gramos;25
2010;54;105;2.2500 gramos y mas;358
2010;54;105;3.Sin especificar;9
2010;54;112;1.Menos de 2500 gramos;46
2010;54;112;2.2500 gramos y mas;689
2010;54;112;3.Sin especificar;30
2010;54;119;1.Menos de 2500 gramos;22
2010;54;119;2.2500 gramos y mas;392
2010;54;119;3.Sin especificar;23
2010;54;999;1.Menos de 2500 gramos;7
2010;54;999;2.2500 gramos y mas;37
2010;54;999;3.Sin especificar;2
2010;58;7;1.Menos de 2500 gramos;13
2010;58;7;2.2500 gramos y mas;176
2010;58;14;1.Menos de 2500 gramos;20
2010;58;14;2.2500 gramos y mas;259
2010;58;21;1.Menos de 2500 gramos;2
2010;58;21;2.2500 gramos y mas;37
2010;58;28;1.Menos de 2500 gramos;1
2010;58;28;2.2500 gramos y mas;63
2010;58;28;3.Sin especificar;1
2010;58;35;1.Menos de 2500 gramos;534
2010;58;35;2.2500 gramos y mas;7378
2010;58;35;3.Sin especificar;1
2010;58;42;1.Menos de 2500 gramos;21
2010;58;42;2.2500 gramos y mas;294
2010;58;49;1.Menos de 2500 gramos;16
2010;58;49;2.2500 gramos y mas;312
2010;58;56;1.Menos de 2500 gramos;38
2010;58;56;2.2500 gramos y mas;618
2010;58;63;1.Menos de 2500 gramos;9
2010;58;63;2.2500 gramos y mas;144
2010;58;70;1.Menos de 2500 gramos;11
2010;58;70;2.2500 gramos y mas;106
2010;58;77;1.Menos de 2500 gramos;11
2010;58;77;2.2500 gramos y mas;131
2010;58;84;1.Menos de 2500 gramos;7
2010;58;84;2.2500 gramos y mas;83
2010;58;91;1.Menos de 2500 gramos;52
2010;58;91;2.2500 gramos y mas;516
2010;58;98;1.Menos de 2500 gramos;9
2010;58;98;2.2500 gramos y mas;94
2010;58;105;1.Menos de 2500 gramos;8
2010;58;105;2.2500 gramos y mas;165
2010;58;112;1.Menos de 2500 gramos;58
2010;58;112;2.2500 gramos y mas;793
2010;58;999;1.Menos de 2500 gramos;19
2010;58;999;2.2500 gramos y mas;205
2010;62;7;1.Menos de 2500 gramos;56
2010;62;7;2.2500 gramos y mas;1044
2010;62;7;3.Sin especificar;1
2010;62;14;1.Menos de 2500 gramos;45
2010;62;14;2.2500 gramos y mas;716
2010;62;14;3.Sin especificar;1
2010;62;21;1.Menos de 2500 gramos;154
2010;62;21;2.2500 gramos y mas;2218
2010;62;21;3.Sin especificar;4
2010;62;28;1.Menos de 2500 gramos;6
2010;62;28;2.2500 gramos y mas;127
2010;62;35;1.Menos de 2500 gramos;7
2010;62;35;2.2500 gramos y mas;38
2010;62;42;1.Menos de 2500 gramos;457
2010;62;42;2.2500 gramos y mas;5856
2010;62;42;3.Sin especificar;14
2010;62;49;1.Menos de 2500 gramos;2
2010;62;49;2.2500 gramos y mas;38
2010;62;49;3.Sin especificar;1
2010;62;56;1.Menos de 2500 gramos;1
2010;62;56;2.2500 gramos y mas;21
2010;62;63;1.Menos de 2500 gramos;12
2010;62;63;2.2500 gramos y mas;246
2010;62;70;1.Menos de 2500 gramos;9
2010;62;70;2.2500 gramos y mas;75
2010;62;77;1.Menos de 2500 gramos;41
2010;62;77;2.2500 gramos y mas;533
2010;62;77;3.Sin especificar;1
2010;62;84;1.Menos de 2500 gramos;5
2010;62;84;2.2500 gramos y mas;62
2010;62;91;1.Menos de 2500 gramos;14
2010;62;91;2.2500 gramos y mas;212
2010;62;999;1.Menos de 2500 gramos;8
2010;62;999;2.2500 gramos y mas;35
2010;66;7;1.Menos de 2500 gramos;87
2010;66;7;2.2500 gramos y mas;1373
2010;66;7;3.Sin especificar;15
2010;66;14;1.Menos de 2500 gramos;11
2010;66;14;2.2500 gramos y mas;155
2010;66;14;3.Sin especificar;2
2010;66;21;1.Menos de 2500 gramos;22
2010;66;21;2.2500 gramos y mas;292
2010;66;21;3.Sin especificar;1
2010;66;28;1.Menos de 2500 gramos;855
2010;66;28;2.2500 gramos y mas;9959
2010;66;28;3.Sin especificar;43
2010;66;35;1.Menos de 2500 gramos;46
2010;66;35;2.2500 gramos y mas;713
2010;66;35;3.Sin especificar;4
2010;66;42;1.Menos de 2500 gramos;32
2010;66;42;2.2500 gramos y mas;382
2010;66;42;3.Sin especificar;17
2010;66;49;1.Menos de 2500 gramos;46
2010;66;49;2.2500 gramos y mas;875
2010;66;49;3.Sin especificar;5
2010;66;56;1.Menos de 2500 gramos;216
2010;66;56;2.2500 gramos y mas;3999
2010;66;56;3.Sin especificar;34
2010;66;63;1.Menos de 2500 gramos;1
2010;66;63;2.2500 gramos y mas;69
2010;66;63;3.Sin especificar;1
2010;66;70;1.Menos de 2500 gramos;6
2010;66;70;2.2500 gramos y mas;168
2010;66;77;1.Menos de 2500 gramos;13
2010;66;77;2.2500 gramos y mas;113
2010;66;77;3.Sin especificar;1
2010;66;84;1.Menos de 2500 gramos;2
2010;66;84;2.2500 gramos y mas;94
2010;66;91;1.Menos de 2500 gramos;1
2010;66;91;2.2500 gramos y mas;31
2010;66;98;1.Menos de 2500 gramos;11
2010;66;98;2.2500 gramos y mas;139
2010;66;98;3.Sin especificar;1
2010;66;105;1.Menos de 2500 gramos;21
2010;66;105;2.2500 gramos y mas;115
2010;66;105;3.Sin especificar;6
2010;66;112;1.Menos de 2500 gramos;39
2010;66;112;2.2500 gramos y mas;776
2010;66;112;3.Sin especificar;1
2010;66;119;1.Menos de 2500 gramos;9
2010;66;119;2.2500 gramos y mas;143
2010;66;126;1.Menos de 2500 gramos;206
2010;66;126;2.2500 gramos y mas;3568
2010;66;126;3.Sin especificar;18
2010;66;133;1.Menos de 2500 gramos;70
2010;66;133;2.2500 gramos y mas;872
2010;66;133;3.Sin especificar;58
2010;66;140;1.Menos de 2500 gramos;34
2010;66;140;2.2500 gramos y mas;620
2010;66;140;3.Sin especificar;29
2010;66;147;1.Menos de 2500 gramos;56
2010;66;147;2.2500 gramos y mas;785
2010;66;147;3.Sin especificar;3
2010;66;154;1.Menos de 2500 gramos;9
2010;66;154;2.2500 gramos y mas;154
2010;66;154;3.Sin especificar;2
2010;66;161;1.Menos de 2500 gramos;9
2010;66;161;2.2500 gramos y mas;253
2010;66;161;3.Sin especificar;1
2010;66;999;1.Menos de 2500 gramos;5
2010;66;999;2.2500 gramos y mas;88
2010;66;999;3.Sin especificar;5
2010;70;7;1.Menos de 2500 gramos;32
2010;70;7;2.2500 gramos y mas;503
2010;70;14;1.Menos de 2500 gramos;17
2010;70;14;2.2500 gramos y mas;186
2010;70;21;1.Menos de 2500 gramos;6
2010;70;21;2.2500 gramos y mas;164
2010;70;28;1.Menos de 2500 gramos;122
2010;70;28;2.2500 gramos y mas;1830
2010;70;35;1.Menos de 2500 gramos;54
2010;70;35;2.2500 gramos y mas;797
2010;70;35;3.Sin especificar;2
2010;70;42;1.Menos de 2500 gramos;132
2010;70;42;2.2500 gramos y mas;1767
2010;70;42;3.Sin especificar;1
2010;70;49;1.Menos de 2500 gramos;8
2010;70;49;2.2500 gramos y mas;123
2010;70;56;1.Menos de 2500 gramos;30
2010;70;56;2.2500 gramos y mas;314
2010;70;63;1.Menos de 2500 gramos;14
2010;70;63;2.2500 gramos y mas;181
2010;70;63;3.Sin especificar;1
2010;70;70;1.Menos de 2500 gramos;100
2010;70;70;2.2500 gramos y mas;1179
2010;70;70;3.Sin especificar;1
2010;70;77;1.Menos de 2500 gramos;189
2010;70;77;2.2500 gramos y mas;2210
2010;70;77;3.Sin especificar;1
2010;70;84;1.Menos de 2500 gramos;118
2010;70;84;2.2500 gramos y mas;1579
2010;70;84;3.Sin especificar;1
2010;70;91;1.Menos de 2500 gramos;24
2010;70;91;2.2500 gramos y mas;223
2010;70;98;1.Menos de 2500 gramos;78
2010;70;98;2.2500 gramos y mas;894
2010;70;105;1.Menos de 2500 gramos;34
2010;70;105;2.2500 gramos y mas;517
2010;70;112;1.Menos de 2500 gramos;13
2010;70;112;2.2500 gramos y mas;92
2010;70;119;1.Menos de 2500 gramos;5
2010;70;119;2.2500 gramos y mas;98
2010;70;119;3.Sin especificar;1
2010;70;126;1.Menos de 2500 gramos;25
2010;70;126;2.2500 gramos y mas;415
2010;70;133;1.Menos de 2500 gramos;5
2010;70;133;2.2500 gramos y mas;95
2010;70;999;1.Menos de 2500 gramos;2
2010;70;999;2.2500 gramos y mas;6
2010;74;7;1.Menos de 2500 gramos;31
2010;74;7;2.2500 gramos y mas;349
2010;74;7;3.Sin especificar;2
2010;74;14;1.Menos de 2500 gramos;6
2010;74;14;2.2500 gramos y mas;73
2010;74;21;1.Menos de 2500 gramos;14
2010;74;21;2.2500 gramos y mas;220
2010;74;21;3.Sin especificar;2
2010;74;28;1.Menos de 2500 gramos;14
2010;74;28;2.2500 gramos y mas;307
2010;74;35;1.Menos de 2500 gramos;157
2010;74;35;2.2500 gramos y mas;2260
2010;74;35;3.Sin especificar;1
2010;74;42;1.Menos de 2500 gramos;12
2010;74;42;2.2500 gramos y mas;186
2010;74;49;1.Menos de 2500 gramos;18
2010;74;49;2.2500 gramos y mas;351
2010;74;56;1.Menos de 2500 gramos;316
2010;74;56;2.2500 gramos y mas;3502
2010;74;56;3.Sin especificar;17
2010;74;63;1.Menos de 2500 gramos;4
2010;74;63;2.2500 gramos y mas;52
2010;74;999;1.Menos de 2500 gramos;2
2010;74;999;2.2500 gramos y mas;32
2010;78;7;1.Menos de 2500 gramos;6
2010;78;7;2.2500 gramos y mas;225
2010;78;7;3.Sin especificar;1
2010;78;14;1.Menos de 2500 gramos;160
2010;78;14;2.2500 gramos y mas;2287
2010;78;14;3.Sin especificar;25
2010;78;21;1.Menos de 2500 gramos;167
2010;78;21;2.2500 gramos y mas;2293
2010;78;21;3.Sin especificar;26
2010;78;28;1.Menos de 2500 gramos;11
2010;78;28;2.2500 gramos y mas;411
2010;78;35;1.Menos de 2500 gramos;10
2010;78;35;2.2500 gramos y mas;155
2010;78;35;3.Sin especificar;16
2010;78;42;1.Menos de 2500 gramos;10
2010;78;42;2.2500 gramos y mas;161
2010;78;42;3.Sin especificar;3
2010;78;49;1.Menos de 2500 gramos;1
2010;78;49;2.2500 gramos y mas;86
2010;78;49;3.Sin especificar;5
2010;78;999;1.Menos de 2500 gramos;4
2010;78;999;2.2500 gramos y mas;24
2010;82;7;1.Menos de 2500 gramos;44
2010;82;7;2.2500 gramos y mas;607
2010;82;7;3.Sin especificar;1
2010;82;14;1.Menos de 2500 gramos;88
2010;82;14;2.2500 gramos y mas;1017
2010;82;14;3.Sin especificar;1
2010;82;21;1.Menos de 2500 gramos;176
2010;82;21;2.2500 gramos y mas;2574
2010;82;21;3.Sin especificar;1
2010;82;28;1.Menos de 2500 gramos;68
2010;82;28;2.2500 gramos y mas;1042
2010;82;35;1.Menos de 2500 gramos;18
2010;82;35;2.2500 gramos y mas;320
2010;82;42;1.Menos de 2500 gramos;220
